Title,Organization,Course_rating,Course_level,Course_certificate,Course_duration,Students_ratings,Web,Course_clases,Course_actual_price,Course_original_price,Course_price,Course_students_enrolled,Course_description
Creative Writing,Wesleyan University,4.6, Beginner , Specialization , 3-6 Months,"5,6k reseñas",Coursera,,,,,,
Instructional Design Foundations and Applications,University of Illinois at Urbana-Champaign,4.1, Mixed , Course , 1-3 Months,570 reseñas,Coursera,,,,,,
Applied Data Science with R,IBM Skills Network,4.5, Beginner , Specialization , 3-6 Months,574 reseñas,Coursera,,,,,,
Drug Development Product Management,University of California San Diego,4.6, Beginner , Specialization , 3-6 Months,"5,5k reseñas",Coursera,,,,,,
System Administration and IT Infrastructure Services,Google,4.7, Beginner , Course , 1-3 Months,"21,6k reseñas",Coursera,,,,,,
Financial Analysis - Skills for Success,University of Illinois at Urbana-Champaign,4.7, Beginner , Specialization , 1-3 Months,49 reseñas,Coursera,,,,,,
Organizational Analysis,Stanford University,4.6, Beginner , Course , 1-3 Months,"1,3k reseñas",Coursera,,,,,,
Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,Yale University,4.9, Mixed , Course , 1-3 Months,"4,5k reseñas",Coursera,,,,,,
Blockchain,University at Buffalo,4.6, Intermediate , Specialization , 3-6 Months,"8,3k reseñas",Coursera,,,,,,
Clinical Trials Operations,Johns Hopkins University,4.8, Beginner , Specialization , 3-6 Months,58 reseñas,Coursera,,,,,,
Music Education for Teachers,Berklee,4.8, Intermediate , Specialization , 3-6 Months,"2,8k reseñas",Coursera,,,,,,
The Strategy of Content Marketing,"University of California, Davis",4.5, Intermediate , Course , 1-3 Months,"3,9k reseñas",Coursera,,,,,,
Business Value and Project Management,University of Illinois at Urbana-Champaign,4.7, Beginner , Specialization , 3-6 Months,"6,8k reseñas",Coursera,,,,,,
Macroeconomics for Business Management,Fundação Instituto de Administração,4.8, Beginner , Course , 1-4 Weeks,250 reseñas,Coursera,,,,,,
U.S. Federal Taxation,University of Illinois at Urbana-Champaign,4.8, Intermediate , Specialization , 3-6 Months,774 reseñas,Coursera,,,,,,
Connected Leadership,Yale University,4.6, Beginner , Course , 1-3 Months,27 reseñas,Coursera,,,,,,
Leading People and Teams,University of Michigan,4.7, Beginner , Specialization , 3-6 Months,"9,8k reseñas",Coursera,,,,,,
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",DeepLearning.AI,4.9, Intermediate , Course , 1-4 Weeks,"61,8k reseñas",Coursera,,,,,,
Primeros Auxilios Psicológicos (PAP),Universitat Autònoma de Barcelona,4.8, Mixed , Course , 1-3 Months,"9,5k reseñas",Coursera,,,,,,
Data Analysis with R Programming,Google,4.8, Beginner , Course , 1-3 Months,"6,7k reseñas",Coursera,,,,,,
Calculus for Machine Learning and Data Science,DeepLearning.AI,4.8, Beginner , Course , 1-4 Weeks,45 reseñas,Coursera,,,,,,
Natural Language Processing with Classification and Vector Spaces,DeepLearning.AI,4.6, Intermediate , Course , 1-4 Weeks,"3,8k reseñas",Coursera,,,,,,
Bayesian Statistics,"University of California, Santa Cruz",4.6, Intermediate , Specialization , 3-6 Months,"3,3k reseñas",Coursera,,,,,,
"Effective Communication: Writing, Design, and Presentation",University of Colorado Boulder,4.8, Beginner , Specialization , 3-6 Months,"10,4k reseñas",Coursera,,,,,,
Biostatistics in Public Health,Johns Hopkins University,4.8, Beginner , Specialization , 3-6 Months,2k reseñas,Coursera,,,,,,
Principles of Management,Johns Hopkins University,4.8, Mixed , Course , 1-4 Weeks,95 reseñas,Coursera,,,,,,
User Experience Research and Design,University of Michigan,4.7, Beginner , Specialization , 3-6 Months,"1,9k reseñas",Coursera,,,,,,
Introduction to Cyber Security,New York University,4.7, Beginner , Specialization , 3-6 Months,"3,1k reseñas",Coursera,,,,,,
Electric Industry Operations and Markets,Duke University,4.8, Beginner , Course , 1-4 Weeks,"1,1k reseñas",Coursera,,,,,,
IBM z/OS Mainframe Practitioner,IBM,4.7, Intermediate , Professional Certificate , 1-3 Months,1k reseñas,Coursera,,,,,,
"Brand Management: Aligning Business, Brand and Behaviour",University of London,4.9, Beginner , Course , 1-3 Months,"6,5k reseñas",Coursera,,,,,,
Web Design for Everybody: Basics of Web Development & Coding,University of Michigan,4.7, Beginner , Specialization , 3-6 Months,"33,4k reseñas",Coursera,,,,,,
"Food Sustainability, Mindful Eating, and Healthy Cooking",Stanford University,4.7, Beginner , Specialization , 1-3 Months,316 reseñas,Coursera,,,,,,
Healthcare IT Support,Johns Hopkins University,4.7, Beginner , Specialization , 3-6 Months,748 reseñas,Coursera,,,,,,
Investment Management with Python and Machine Learning,EDHEC Business School,4.6, Beginner , Specialization , 3-6 Months,"1,6k reseñas",Coursera,,,,,,
Intellectual Property Law,University of Pennsylvania,4.8, Intermediate , Specialization , 3-6 Months,"1,1k reseñas",Coursera,,,,,,
Game Theory,Stanford University,4.6, Beginner , Course , 1-3 Months,"4,3k reseñas",Coursera,,,,,,
Machine Learning on Google Cloud,Google Cloud,4.5, Intermediate , Specialization , 3-6 Months,"9,4k reseñas",Coursera,,,,,,
IT Security: Defense against the digital dark arts,Google,4.8, Beginner , Course , 1-3 Months,"18,7k reseñas",Coursera,,,,,,
People and Soft Skills for Professional and Personal Success,IBM Skills Network,4.6, Beginner , Specialization , 1-3 Months,172 reseñas,Coursera,,,,,,
Fundamentals of Accounting,University of Illinois at Urbana-Champaign,4.7, Beginner , Specialization , 3-6 Months,"1,8k reseñas",Coursera,,,,,,
Soporte de Tecnologías de la Información de Google,Google,4.9, Beginner , Professional Certificate , 3-6 Months,12k reseñas,Coursera,,,,,,
Introduction to Machine Learning in Production,DeepLearning.AI,4.8, Advanced , Course , 1-4 Weeks,"2,3k reseñas",Coursera,,,,,,
Microsoft Azure Data Scientist Associate (DP-100),Microsoft,4.5, Intermediate , Professional Certificate , 3-6 Months,173 reseñas,Coursera,,,,,,
"Songwriting: Writing, Arranging, and Producing Music",Berklee,4.8, Beginner , Specialization , 3-6 Months,"1,9k reseñas",Coursera,,,,,,
Human Resources Analytics,"University of California, Irvine",4.6, Mixed , Course , 1-4 Weeks,"1,1k reseñas",Coursera,,,,,,
SAS Programmer,SAS,4.8, Beginner , Professional Certificate , 3-6 Months,"3,1k reseñas",Coursera,,,,,,
Electronic Music Production,Berklee,4.8, Intermediate , Specialization , 3-6 Months,"2,1k reseñas",Coursera,,,,,,
Emotional Intelligence: Cultivating Immensely Human Interactions,University of Michigan,4.8, Intermediate , Course , 1-4 Weeks,108 reseñas,Coursera,,,,,,
Management of Fashion and Luxury Companies,Università Bocconi,4.7, Mixed , Course , 1-3 Months,"5,4k reseñas",Coursera,,,,,,
From Likes to Leads: Interact with Customers Online,Google,4.8, Beginner , Course , 1-3 Months,"1,2k reseñas",Coursera,,,,,,
Impact Measurement & Management for the SDGs,Duke University,4.8, Mixed , Course , 1-3 Months,390 reseñas,Coursera,,,,,,
Introduction to Cloud Computing,IBM Skills Network,4.7, Beginner , Course , 1-3 Months,"3,3k reseñas",Coursera,,,,,,
IELTS Preparation,"University of California, Irvine",4.6, Beginner , Specialization , 1-3 Months,"1,1k reseñas",Coursera,,,,,,
International Women's Health and Human Rights,Stanford University,4.9, Beginner , Course , 3-6 Months,"1,4k reseñas",Coursera,,,,,,
Google Cloud Digital Leader Training,Google Cloud,4.7, Beginner , Professional Certificate , 3-6 Months,"3,1k reseñas",Coursera,,,,,,
Investment Management,University of Geneva,4.7, Beginner , Specialization , 3-6 Months,7k reseñas,Coursera,,,,,,
Project Management,University of Colorado Boulder,4.7, Beginner , Specialization , 1-3 Months,167 reseñas,Coursera,,,,,,
AWS Cloud Practitioner Essentials,Amazon Web Services,4.8, Beginner , Course , 1-3 Months,"1,2k reseñas",Coursera,,,,,,
Excel Basics for Data Analysis,IBM Skills Network,4.7, Beginner , Course , 1-3 Months,"5,1k reseñas",Coursera,,,,,,
Child Nutrition and Cooking,Stanford University,4.8, Beginner , Course , 1-3 Months,"9,6k reseñas",Coursera,,,,,,
Financial Management,University of Illinois at Urbana-Champaign,4.7, Intermediate , Specialization , 3-6 Months,"6,2k reseñas",Coursera,,,,,,
Introduction to Social Media Marketing,Meta,4.8, Beginner , Course , 1-3 Months,"10,7k reseñas",Coursera,,,,,,
Fundamentals of Quantitative Modeling,University of Pennsylvania,4.6, Mixed , Course , 1-4 Weeks,"8,4k reseñas",Coursera,,,,,,
Anatomy,University of Michigan,4.8, Beginner , Specialization , 3-6 Months,"3,4k reseñas",Coursera,,,,,,
"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",DeepLearning.AI,4.8, Intermediate , Course , 1-4 Weeks,"18,2k reseñas",Coursera,,,,,,
Introduction to Systematic Review and Meta-Analysis,Johns Hopkins University,4.8, Mixed , Course , 1-3 Months,"3,1k reseñas",Coursera,,,,,,
Introduction to Discrete Mathematics for Computer Science,University of California San Diego,4.5, Beginner , Specialization , 3-6 Months,"3,3k reseñas",Coursera,,,,,,
Capstone: Applying Project Management in the Real World,Google,4.8, Beginner , Course , 1-4 Weeks,"4,9k reseñas",Coursera,,,,,,
Google Data Analytics (PT),Google,4.9, Beginner , Professional Certificate , 3-6 Months,"1,3k reseñas",Coursera,,,,,,
"Introduction to Biology: Ecology, Evolution, & Biodiversity",Rice University,4.8, Beginner , Specialization , 3-6 Months,28 reseñas,Coursera,,,,,,
Good with Words: Writing and Editing,University of Michigan,4.7, Beginner , Specialization , 3-6 Months,2k reseñas,Coursera,,,,,,
Neuroscience and Neuroimaging,Johns Hopkins University,4.6, Intermediate , Specialization , 3-6 Months,"2,9k reseñas",Coursera,,,,,,
English for Career Development,University of Pennsylvania,4.8, Mixed , Course , 1-3 Months,"13,8k reseñas",Coursera,,,,,,
Digital Manufacturing & Design Technology,University at Buffalo,4.6, Beginner , Specialization , 3-6 Months,"6,4k reseñas",Coursera,,,,,,
Excel Skills for Business: Essentials,Macquarie University,4.9, Beginner , Course , 1-3 Months,"45,7k reseñas",Coursera,,,,,,
Coding for Everyone: C and C++,"University of California, Santa Cruz",4.5, Beginner , Specialization , 3-6 Months,"8,5k reseñas",Coursera,,,,,,
Learn Spanish: Basic Spanish Vocabulary,"University of California, Davis",4.6, Beginner , Specialization , 3-6 Months,"3,4k reseñas",Coursera,,,,,,
Web Applications for Everybody,University of Michigan,4.7, Intermediate , Specialization , 3-6 Months,"8,5k reseñas",Coursera,,,,,,
Self-Driving Cars,University of Toronto,4.7, Advanced , Specialization , 3-6 Months,"3,2k reseñas",Coursera,,,,,,
Understanding the Brain: The Neurobiology of Everyday Life,The University of Chicago,4.9, Beginner , Course , 1-3 Months,"2,6k reseñas",Coursera,,,,,,
Google データアナリティクス,Google,4.6, Beginner , Professional Certificate , 3-6 Months,181 reseñas,Coursera,,,,,,
Excel to MySQL: Analytic Techniques for Business,Duke University,4.6, Beginner , Specialization , 3-6 Months,"14,9k reseñas",Coursera,,,,,,
Removing Barriers to Change,University of Pennsylvania,4.8, Beginner , Course , 1-4 Weeks,312 reseñas,Coursera,,,,,,
Creating Business Value with Data and Looker,Google Cloud,4.8, Intermediate , Specialization , 3-6 Months,889 reseñas,Coursera,,,,,,
Google Data Analytics Capstone: Complete a Case Study,Google,4.8, Beginner , Course , 1-4 Weeks,"9,3k reseñas",Coursera,,,,,,
Medical Terminology,Rice University,4.8, Beginner , Specialization , 3-6 Months,228 reseñas,Coursera,,,,,,
Convolutional Neural Networks,DeepLearning.AI,4.9, Intermediate , Course , 1-4 Weeks,"41,3k reseñas",Coursera,,,,,,
Photography Basics and Beyond: From Smartphone to DSLR,Michigan State University,4.7, Beginner , Specialization , 3-6 Months,6k reseñas,Coursera,,,,,,
Design Thinking,University of Virginia,4.9, Beginner , Specialization , 3-6 Months,18 reseñas,Coursera,,,,,,
Getting Started with Power BI Desktop,Coursera Project Network,4.7, Beginner , Guided Project , Less Than 2 Hours,"3,2k reseñas",Coursera,,,,,,
Learning How to Learn: Powerful mental tools to help you master tough subjects,Deep Teaching Solutions,4.8, Beginner , Course , 1-4 Weeks,86k reseñas,Coursera,,,,,,
Branding: The Creative Journey,IE Business School,4.6, Beginner , Specialization , 3-6 Months,"1,3k reseñas",Coursera,,,,,,
Probabilistic Graphical Models,Stanford University,4.6, Advanced , Specialization , 3-6 Months,"1,5k reseñas",Coursera,,,,,,
Data Analysis with R,Duke University,4.7, Beginner , Specialization , 3-6 Months,"6,9k reseñas",Coursera,,,,,,
PostgreSQL for Everybody,University of Michigan,4.7, Intermediate , Specialization , 3-6 Months,852 reseñas,Coursera,,,,,,
Contabilidad para no contadores,Universidad Nacional Autónoma de México,4.8, Beginner , Course , 1-3 Months,"8,1k reseñas",Coursera,,,,,,
Sports Performance Analytics,University of Michigan,4.4, Intermediate , Specialization , 3-6 Months,171 reseñas,Coursera,,,,,,
Dynamic Public Speaking,University of Washington,4.7, Beginner , Specialization , 3-6 Months,"2,3k reseñas",Coursera,,,,,,
Academic English: Writing,"University of California, Irvine",4.7, Beginner , Specialization , 3-6 Months,"21,5k reseñas",Coursera,,,,,,
Structuring Machine Learning Projects,DeepLearning.AI,4.8, Beginner , Course , 1-4 Weeks,"48,9k reseñas",Coursera,,,,,,
Databases and SQL for Data Science with Python,IBM Skills Network,4.6, Beginner , Course , 1-3 Months,"17,1k reseñas",Coursera,,,,,,
Object Oriented Programming in Java,Duke University,4.6, Beginner , Specialization , 3-6 Months,"14,3k reseñas",Coursera,,,,,,
First Step Korean,Yonsei University,4.9, Beginner , Course , 1-3 Months,"46,4k reseñas",Coursera,,,,,,
Six Sigma Green Belt,University System of Georgia,4.7, Intermediate , Specialization , 3-6 Months,"3,7k reseñas",Coursera,,,,,,
Social Media Marketing,Northwestern University,4.6, Beginner , Specialization , 3-6 Months,"5,2k reseñas",Coursera,,,,,,
Engineering Project Management,Rice University,4.7, Beginner , Specialization , 3-6 Months,4k reseñas,Coursera,,,,,,
Business Analytics,University of Illinois at Urbana-Champaign,4.6, Beginner , Specialization , 3-6 Months,812 reseñas,Coursera,,,,,,
Conduct UX Research and Test Early Concepts,Google,4.8, Beginner , Course , 1-4 Weeks,"3,5k reseñas",Coursera,,,,,,
Introduction to Front-End Development,Meta,4.8, Beginner , Course , 1-4 Weeks,"4,9k reseñas",Coursera,,,,,,
The Pronunciation of American English,"University of California, Irvine",4.8, Beginner , Specialization , 3-6 Months,845 reseñas,Coursera,,,,,,
Business English Communication Skills,University of Washington,4.8, Intermediate , Specialization , 3-6 Months,"4,2k reseñas",Coursera,,,,,,
Analista de Datos de IBM,IBM Skills Network,4.6, Beginner , Professional Certificate , 3-6 Months,771 reseñas,Coursera,,,,,,
Write Professional Emails in English,Georgia Institute of Technology,4.8, Mixed , Course , 1-3 Months,"16,2k reseñas",Coursera,,,,,,
Fundamentals of Finance,University of Pennsylvania,3.9, Beginner , Course , 1-3 Months,728 reseñas,Coursera,,,,,,
The Manager's Toolkit: A Practical Guide to Managing People at Work,University of London,4.7, Mixed , Course , 1-3 Months,"3,3k reseñas",Coursera,,,,,,
Integrative Health and Medicine,University of Minnesota,4.8, Beginner , Specialization , 3-6 Months,"1,5k reseñas",Coursera,,,,,,
C# Programming for Unity Game Development,University of Colorado System,4.6, Beginner , Specialization , 3-6 Months,"2,4k reseñas",Coursera,,,,,,
Data Science Methodology,IBM Skills Network,4.6, Beginner , Course , 1-4 Weeks,"18,8k reseñas",Coursera,,,,,,
Cancer Biology,Johns Hopkins University,4.8, Beginner , Specialization , 3-6 Months,"8,7k reseñas",Coursera,,,,,,
Ciencia de Datos de IBM,IBM Skills Network,4.6, Beginner , Professional Certificate , 3-6 Months,678 reseñas,Coursera,,,,,,
AWS Cloud Technical Essentials,Amazon Web Services,4.8, Beginner , Course , 1-4 Weeks,"3,3k reseñas",Coursera,,,,,,
Data Science Foundations: Statistical Inference,University of Colorado Boulder,4.4, Intermediate , Specialization , 3-6 Months,136 reseñas,Coursera,,,,,,
Software Design and Architecture,University of Alberta,4.6, Beginner , Specialization , 3-6 Months,"3,4k reseñas",Coursera,,,,,,
Introduction to Artificial Intelligence (AI),IBM Skills Network,4.7, Beginner , Course , 1-4 Weeks,"10,5k reseñas",Coursera,,,,,,
Advanced Data Science with IBM,IBM Skills Network,4.3, Advanced , Specialization , 3-6 Months,3k reseñas,Coursera,,,,,,
Web3 and Blockchain in Global Commerce,INSEAD,4.7, Beginner , Specialization , 3-6 Months,16 reseñas,Coursera,,,,,,
Cryptography I,Stanford University,4.8, Mixed , Course , 1-3 Months,"4,1k reseñas",Coursera,,,,,,
Health Informatics,Johns Hopkins University,4.4, Beginner , Specialization , 3-6 Months,702 reseñas,Coursera,,,,,,
Introduction to Financial Accounting,University of Pennsylvania,4.7, Mixed , Course , 1-4 Weeks,"7,7k reseñas",Coursera,,,,,,
Introduction to User Experience Design,Georgia Institute of Technology,4.5, Beginner , Course , 1-3 Months,"7,5k reseñas",Coursera,,,,,,
Data Management for Clinical Research,Vanderbilt University,4.7, Beginner , Course , 1-3 Months,"1,4k reseñas",Coursera,,,,,,
