,course_title,course_organization,course_price,course_students_enrolled,course_description,course_Certificate_type,course_difficulty,course_rating
139,Animación de personajes dinámicos con Blender,Un curso de Tonq,"14,99€",1293,"Convierte un vídeo de imagen real en una animación impresionante de un personaje surrealista con Blender, Photoshop y Premiere Pro",,,
140,Fundamentos de las florituras en la caligrafía inglesa,Un curso de Paola Gallegos,"14,99€",561,Explora las posibilidades de los mini brush pen en la caligrafía inglesa y aprende a convertir las palabras en auténticas obras de arte,,,
141,Dibujo arquitectónico artístico con tinta,Un curso de Luke Adam Hawker,"14,99€",1469,"Aprende a crear paisajes ficticios a través del dibujo de observación, centrándote en la perspectiva, la luz y las sombras",,,
142,Cuaderno de retratos a línea con grafito,Un curso de Anaïs Gonzalez,"18,99€",2149,Aprende a dibujar con agilidad la anatomía facial y mejora tu técnica a través de la práctica diaria en tu sketchbook,,,
143,Herramientas para mejorar tu productividad,Un curso de Lygia Pontes,"17,99€",269,Aprende a establecer una rutina viable y productiva para aprovechar al máximo todo tu potencial creativo,,,
144,Iniciación al modelado en cera para joyería de metal,Un curso de Alicia Goodwin,"14,99€",1567,Aprende a usar la cera de joyería para crear moldes de accesorios únicos listos para el vaciado del metal,,,
145,Elaboración de muñecas amigurumi románticas,Un curso de Tutitas,"14,99€",6394,Iníciate en las técnicas de crochet para crear amigurumis y da vida a una muñeca con estilo romántico que despierte nostalgia y emoción,,,
146,Principios de dibujo anatómico con carboncillo,Un curso de Mildred Hankinson,"17,99€",1795,Aprende a dibujar la figura humana a carboncillo mediante el uso de técnicas de bocetado y crea un retrato de cuerpo entero con todo detalle,,,
147,Estrategias de posicionamiento de marca para creativos,Un curso de Fabian Geyrhalter (FINIEN),"16,99€",1756,Descubre los fundamentos del branding y aprende a posicionar tu marca como un referente en el sector para captar a los clientes que buscas,,,
148,Retrato fotográfico con enfoque experimental,Un curso de Oliver Mayhall,"18,99€",860,"Aprende a fotografiar personas con una nueva perspectiva y descubre técnicas creativas para imágenes abstractas, desde el concepto hasta la edición.",,,
149,Introducción a la joyería con engaste de piedras,Un curso de Maike Siegel,"16,99€",1793,Aprende a utilizar métodos y herramientas de orfebrería para crear tu propia colección de joyas en plata con piedras engastadas,,,
150,Ilustración digital con técnicas tradicionales,Un curso de Débora Islas,"14,99€",212,Aprende a crear ilustraciones combinando el encanto y las texturas de las técnicas analógicas con la funcionalidad de la pintura digital,,,
151,Construcción de esculturas realistas con LEGO,Un curso de Samuel Hatmaker,"18,99€",261,Aprende a dar vida a tus ideas de diseño creando desde cero esculturas originales y versátiles con bloques de LEGO,,,
152,Creación y publicación de un cuento infantil desde cero,Un curso de Emília Nuñez,"24,99€",901,"Aprende a desarrollar la creación y el lanzamiento de un cuento infantil paso a paso, desde la idea inicial hasta el plan de publicación",,,
153,Figma de principio a fin,Un curso de Samuel Hermoso (Elastic Heads),"17,99€",2747,Descubre la herramienta más potente y eficiente para diseñar de manera colaborativa y aprende a crear interfaces interactivas desde cero,,,
154,Técnicas de ilustración digital para historias cautivadoras,Un curso de Mojo Wang,"14,99€",232,"Aprende a transformar narrativas cotidianas en obras de arte digitales mediante el uso del color, las líneas, las capas y la luz",,,
155,Pintura digital y animación en vivo con Tagtool,Un curso de VJ Suave,"14,99€",231,Descubre la animación con Tagtool de Apple y da vida a escenarios y personajes para espectáculos y proyecciones en vivo,,,
156,"Muñecos de tela: diseño, costura y creación de contenido",Un curso de Elena Sánchez Santos,"17,99€",4612,Aprende a crear tu propio muñeco y descubre cómo generar fotografías y videos para las redes sociales que te ayuden a dotarlo de personalidad,,,
157,Emprendimiento a través de técnicas de innovación,Un curso de Spinoff,"14,99€",217,Aprende a utilizar la creatividad como herramienta clave para solucionar los retos diarios de tu proceso de emprendimiento y haz realidad tu idea de negocio,,,
158,Pintura sumi-e a color para ilustraciones florales,Un curso de Koshu,"21,99€",778,Combina la pintura ancestral de tinta japonesa con técnicas contemporáneas y crea ilustraciones expresivas ricas en colores y texturas sutiles,,,
159,Escritura y publicación de novelas de ficción desde cero,Un curso de João Tordo,"17,99€",487,"Transforma tu idea en un manuscrito llamativo listo para enviar a las editoriales mediante el análisis del ritmo, los personajes, la perspectiva y la revisión",,,
160,Diseño gráfico a partir de geometrías simples,Un curso de Esteban Ibarra,"16,99€",192,"Aprende a generar todo tipo de recursos gráficos y sistemas de identidad visual basándote en formas geométricas puras como el círculo, el cuadrado y el triángulo",,,
161,Creación de stickers animados para redes sociales en Procreate,Un curso de João Victor,"14,99€",145,Aprende a crear stickers inspirados en iconos del entretenimiento y de la cultura pop y conviértelos en GIF listos para compartir en las redes sociales,,,
162,Fotografía arquitectónica: cuenta la historia de un espacio,Un curso de Bruto Studio,"14,99€",131,Aprende a crear una narrativa visual utilizando la fotografía como herramienta de storytelling y muestra la esencia única de cada lugar en tus imágenes,,,
163,"Google, Facebook e Instagram Ads para optimizar tus resultados",Un curso de Étienne et Maxime (Welcome Tomorrow),"18,99€",740,Haz crecer tu negocio online e impulsa tus campañas de captación con la experiencia de dos exempleados de Google y Facebook,,,
164,Experimentación gráfica: del concepto a la ilustración artística,Un curso de Aldo Jarillo Ramírez,"24,99€",747,Aprende cómo vincular un texto con tus propias vivencias a través de una imagen y descubre nuevos caminos para construir tu obra artística,,,
165,Confección con patchwork a rayas y técnicas de quilting,Un curso de Broadcloth Studio,"18,99€",322,Aprende cómo realizar acolchados modernos con patchwork y descubre la improvisación con métodos sin patrón establecido,,,
166,Diseño de identidades visuales con bold lines,Un curso de Berch Kotogian,"17,99€",250,Aprende a crear logotipos de manera simple y creativa jugando con la síntesis de ideas y los trazos gruesos,,,
167,Edición de documentales con Adobe Premiere Pro,Un curso de Martina de Alba,"14,99€",342,"Aprende a contar historias inspiradoras de la vida real explorando técnicas creativas de rodaje y edición, desde la estructura inicial hasta el vídeo final",,,
168,Plan de relaciones públicas para tu marca personal desde cero,Un curso de Lucy Werner,"14,99€",753,Descubre las bases de las relaciones públicas para una marca personal y utilízalas para crear un plan de acción que promueva tus servicios e impulse tus ventas,,,
169,El borrador cero: cómo empezar a escribir una novela,Un curso de Shaunta Grimes,"24,99€",1278,Aprende a transformar una idea inicial para un libro en una trama física llena de escenas y diferentes versiones de la historia,,,
170,Técnicas de lettering digital: geometría y expresión,Un curso de Juan Camilo Hincapié,"14,99€",148,Aprende diferentes métodos para diseñar letras digitalmente y darles personalidad al son de tu música favorita,,,
171,Animación de secuencias de apertura en After Effects,Un curso de Paul McDonnell,"19,99€",571,Aprende a crear una secuencia de apertura llamativa para películas o series editando imágenes y layouts en Photoshop y dándoles vida en After Effects,,,
172,Dibujo para el autoconocimiento: cuenta tu historia,Un curso de Camilo Castaño Quinchía,"14,99€",761,Aprende a traducir tus experiencias de vida en composiciones visuales y conviértete en el protagonista de tus historias ilustradas,,,
173,Fotografía gastronómica intimista,Un curso de Camila Seraceni,"14,99€",319,Aprende técnicas de composición e iluminación para crear imágenes que cuenten historias visuales increíbles y despierten la emoción de quien las observa,,,
174,Diseño de lettering con estética de los años 70,Un curso de Santiago Arango,"14,99€",115,"Viaja en el tiempo y aprende a revivir el aire funk en tus letras, jugando con líneas onduladas, proporciones exageradas y trazos con mucho contraste",,,
175,Técnicas de serigrafía para la creación de ilustraciones y motivos,Un curso de Daniel Heath,"24,99€",400,"Descubre las bases de la serigrafía, la composición y el color para desarrollar patterns originales y transformarlos en papel pintado",,,
176,Ilustración onírica de personajes femeninos,Un curso de Valeria Hipocampo,"14,99€",709,Aprende a usar imaginarios poéticos como medio de expresión gráfica y dibuja el vínculo entre lo femenino y la naturaleza,,,
177,Tipografía aplicada a proyectos impresos y digitales,Un curso de Leandro Rodrigues,"14,99€",237,"Aprende a seleccionar, combinar y estilizar las fuentes idóneas para títulos, subtítulos y textos largos y a diagramar el contenido de las publicaciones",,,
178,Creación de un ecommerce desde cero con Figma,Un curso de Creative Nights,"14,99€",508,Aprende a usar Figma para diseñar un prototipo de web ecommerce que favorezca la experiencia de usuario y puedas compartir con desarrolladores,,,
179,Creatividad publicitaria desde cero: genera conceptos sólidos,Un curso de Alina Alvarez Etchegaray,"15,99€",312,Descubre el funcionamiento de la industria de la publicidad y aprende a desarrollar conceptos potentes y propuestas creativas que provoquen impacto en tu audiencia,,,
180,Encuadres creativos para fotografía de moda,Un curso de Andres Espinosa,"15,99€",460,Aprende a contar una historia a través de fotografías de moda ingeniosas y efectivas hechas con los recursos que tienes a mano,,,
181,Retratos ilustrados con estilo mediante técnicas mixtas,Un curso de Karen Savard Klassen,"14,99€",577,Combina la moda y el retrato para crear ilustraciones únicas llenas de textura y personalidad empleando técnicas analógicas y digitales,,,
182,Técnicas decorativas y diseño de jabones en frío,Un curso de Alison Fleck,"15,99€",4710,"Descubre el proceso de saponificación en frío y decora jabones coloridos con motivos únicos, respetuosos con la piel y con el medio ambiente",,,
183,Ilustración de paisajes de fantasía con acuarela y gouache,Un curso de Ruth Wilshaw,"14,99€",3025,Aprende a pintar escenas de ensueño llenas de detalles explorando una combinación de técnicas de ilustración con acuarela y gouache,,,
184,Fotografía narrativa: cuenta la historia de una comunidad,Un curso de Andrew Kung,"18,99€",193,"Aprende a planificar, crear y editar un proyecto fotográfico de larga duración para contar una historia a través de una serie de imágenes",,,
185,Branding sensorial para marcas memorables,Un curso de Parámetro,"15,99€",282,Aprende a diseñar experiencias inmersivas que maximicen los atributos de un entorno para que los visitantes se lleven mucho más que un recuerdo,,,
186,Mezcla musical en vinilo para DJs,Un curso de Raúl Hidalgo (Loup Rouge),"24,99€",407,Aprende técnicas de mezcla en formato analógico y únete a la misión de preservar el arte de los vinilos para siempre,,,
187,Fundamentos del diseño de productos digitales,Un curso de Rus Yusupov,"15,99€",395,"Aprende a conceptualizar y desarrollar aplicaciones atractivas desde cero explorando los principios del diseño, la psicología, la experiencia del usuario y la marca",,,
